Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63714237,01/10/2025 05:10:18 PM,01/11/2025 03:18:22 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11436,135 AVENUE,135 AVENUE,135 AVENUE,140 STREET,135 AVENUE,140 STREET,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,01/11/2025 03:18:27 AM,12 QUEENS,,QUEENS,1040251,182703,ONLINE,Unspecified,QUEENS,,,,,,,,40.66797715383524,-73.79813186630179,"(40.66797715383524, -73.79813186630179)"
63715235,01/10/2025 05:09:40 PM,01/10/2025 08:48:54 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11374,66-08 102 STREET,102 STREET,66 AVENUE,66 ROAD,66 AVENUE,66 ROAD,ADDRESS,REGO PARK,102 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 08:48:58 PM,06 QUEENS,4021170001,QUEENS,1025269,204867,MOBILE,Unspecified,QUEENS,,,,,,,,40.728894166897476,-73.85200273158777,"(40.728894166897476, -73.85200273158777)"
63716093,01/10/2025 05:09:08 PM,01/10/2025 05:37:57 PM,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11215,84 14 STREET,14 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,14 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 05:38:01 PM,06 BROOKLYN,3010390020,BROOKLYN,985670,183046,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66909561146527,-73.99488121099446,"(40.66909561146527, -73.99488121099446)"
63711040,01/10/2025 05:06:05 PM,01/10/2025 07:51:52 PM,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11377,70-08 49 AVENUE,49 AVENUE,70 STREET,DEAD END,70 STREET,DEAD END,ADDRESS,WOODSIDE,49 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 07:51:54 PM,02 QUEENS,4024360064,QUEENS,1013622,208014,ONLINE,Unspecified,QUEENS,,,,,,,,40.73757824478696,-73.89401152355418,"(40.73757824478696, -73.89401152355418)"
63721441,01/10/2025 05:05:46 PM,01/10/2025 06:25:00 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1555 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,,Closed,,The Police Department issued a summons in response to the complaint.,01/10/2025 06:25:03 PM,11 BROOKLYN,3062130052,BROOKLYN,983739,164044,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61693930705452,-74.00184060379817,"(40.61693930705452, -74.00184060379817)"
63713364,01/10/2025 05:05:38 PM,01/10/2025 05:28:04 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11354,136-18 39 AVENUE,39 AVENUE,MAIN STREET,138 STREET,MAIN STREET,138 STREET,ADDRESS,FLUSHING,39 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 05:28:07 PM,07 QUEENS,4049800011,QUEENS,1031441,216347,ONLINE,Unspecified,QUEENS,,,,,,,,40.760373059694494,-73.8296535526237,"(40.760373059694494, -73.8296535526237)"
63715272,01/10/2025 05:05:34 PM,01/10/2025 05:29:06 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/10/2025 05:29:09 PM,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68364302931577,-74.00030286766025,"(40.68364302931577, -74.00030286766025)"
63719470,01/10/2025 05:05:00 PM,01/10/2025 06:26:00 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11223,185 AVENUE S,AVENUE S,WEST    7 STREET,WEST    6 STREET,WEST    7 STREET,WEST    6 STREET,ADDRESS,BROOKLYN,AVENUE S,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 06:26:02 PM,11 BROOKLYN,3066740042,BROOKLYN,990157,158282,ONLINE,Unspecified,BROOKLYN,Truck,,,,,,,40.601121844932955,-73.97872823676724,"(40.601121844932955, -73.97872823676724)"
63713260,01/10/2025 05:04:20 PM,01/10/2025 07:52:29 PM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11377,70-02 49 AVENUE,49 AVENUE,70 STREET,DEAD END,70 STREET,DEAD END,ADDRESS,WOODSIDE,49 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 07:52:33 PM,02 QUEENS,4024360060,QUEENS,1013615,208015,ONLINE,Unspecified,QUEENS,,,,,,,,40.737581012781845,-73.89403677857257,"(40.737581012781845, -73.89403677857257)"
63714787,01/10/2025 05:04:09 PM,01/10/2025 05:52:48 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,160 STANTON STREET,STANTON STREET,SUFFOLK STREET,CLINTON STREET,SUFFOLK STREET,CLINTON STREET,ADDRESS,NEW YORK,STANTON STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 05:52:51 PM,03 MANHATTAN,1003500034,MANHATTAN,988425,201732,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.720383476478354,-73.98493845774568,"(40.720383476478354, -73.98493845774568)"
63712012,01/10/2025 05:02:29 PM,01/10/2025 07:53:33 PM,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11377,70-01 49 AVENUE,49 AVENUE,70 STREET,DEAD END,70 STREET,DEAD END,ADDRESS,WOODSIDE,49 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 07:53:35 PM,02 QUEENS,,QUEENS,1013613,208021,ONLINE,Unspecified,QUEENS,,,,,,,,40.737597487925065,-73.89404396935103,"(40.737597487925065, -73.89404396935103)"
63707092,01/10/2025 05:02:07 PM,01/10/2025 09:42:03 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,46-10 74 STREET,74 STREET,46 AVENUE,QUEENS BOULEVARD,46 AVENUE,QUEENS BOULEVARD,ADDRESS,ELMHURST,74 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 09:42:10 PM,04 QUEENS,4013520103,QUEENS,1014792,208868,MOBILE,Unspecified,QUEENS,,,,,,,,40.7399182982087,-73.88978572097483,"(40.7399182982087, -73.88978572097483)"
63719369,01/10/2025 05:01:58 PM,01/10/2025 05:24:13 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11215,180 9 STREET,9 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,9 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 05:24:16 PM,06 BROOKLYN,3010080032,BROOKLYN,986567,184014,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67175236567418,-73.99164738973691,"(40.67175236567418, -73.99164738973691)"
63715270,01/10/2025 05:01:48 PM,01/10/2025 10:47:18 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11418,91-02 109 STREET,109 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,RICHMOND HILL,109 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 10:47:21 PM,09 QUEENS,4093150001,QUEENS,1029344,191807,ONLINE,Unspecified,QUEENS,,,,,,,,40.69302779632075,-73.83738756581916,"(40.69302779632075, -73.83738756581916)"
63709070,01/10/2025 05:01:43 PM,01/10/2025 10:59:14 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11365,186-14 48 AVENUE,48 AVENUE,UTOPIA PARKWAY,187 STREET,UTOPIA PARKWAY,187 STREET,ADDRESS,FRESH MEADOWS,48 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 10:59:16 PM,11 QUEENS,4056220028,QUEENS,1041873,212056,ONLINE,Unspecified,QUEENS,,,,,,,,40.748533552082584,-73.79203382236183,"(40.748533552082584, -73.79203382236183)"
63715331,01/10/2025 05:00:53 PM,01/10/2025 05:47:02 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11216,642 PROSPECT PLACE,PROSPECT PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 05:47:06 PM,08 BROOKLYN,3012310025,BROOKLYN,996639,185138,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67482912734445,-73.95533652708032,"(40.67482912734445, -73.95533652708032)"
63712027,01/10/2025 05:00:22 PM,01/10/2025 09:04:56 PM,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11378,71-21 52 AVENUE,52 AVENUE,OLD LANE,72 STREET,OLD LANE,72 STREET,ADDRESS,MASPETH,52 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 09:05:00 PM,05 QUEENS,4024630126,QUEENS,1014102,206596,ONLINE,Unspecified,QUEENS,,,,,,,,40.73368458050362,-73.89228574351806,"(40.73368458050362, -73.89228574351806)"
63711159,01/10/2025 04:58:45 PM,01/10/2025 07:49:23 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11377,70-01 49 AVENUE,49 AVENUE,70 STREET,DEAD END,70 STREET,DEAD END,ADDRESS,WOODSIDE,49 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 07:49:26 PM,02 QUEENS,,QUEENS,1013613,208021,ONLINE,Unspecified,QUEENS,Other,,,,,,,40.737597487925065,-73.89404396935103,"(40.737597487925065, -73.89404396935103)"
63717336,01/10/2025 04:57:38 PM,01/10/2025 07:53:12 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,9 STANTON STREET,STANTON STREET,BOWERY,CHRYSTIE STREET,BOWERY,CHRYSTIE STREET,ADDRESS,NEW YORK,STANTON STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 07:53:14 PM,03 MANHATTAN,1004260020,MANHATTAN,986347,202547,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.722621191327846,-73.99243470311887,"(40.722621191327846, -73.99243470311887)"
63713316,01/10/2025 04:56:59 PM,01/11/2025 12:07:27 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11103,34-16 ASTORIA BOULEVARD SOUTH,ASTORIA BOULEVARD SOUTH,34 STREET,35 STREET,34 STREET,35 STREET,ADDRESS,ASTORIA,ASTORIA BOULEVARD SOUTH,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/11/2025 12:07:32 AM,01 QUEENS,4006320030,QUEENS,1007630,219667,ONLINE,Unspecified,QUEENS,,,,,,,,40.76958062747012,-73.91559304356464,"(40.76958062747012, -73.91559304356464)"
63720710,01/10/2025 04:55:27 PM,01/10/2025 06:59:42 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,241 BOWERY,BOWERY,PRINCE STREET,STANTON STREET,PRINCE STREET,STANTON STREET,ADDRESS,NEW YORK,BOWERY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/10/2025 06:59:46 PM,03 MANHATTAN,1004260015,MANHATTAN,986148,202546,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72261849150432,-73.99315263095116,"(40.72261849150432, -73.99315263095116)"
63718062,01/10/2025 04:55:00 PM,01/10/2025 05:23:28 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11215,253 8 STREET,8 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,8 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 05:23:31 PM,06 BROOKLYN,3009987507,BROOKLYN,987912,183479,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67028345624665,-73.98679905687635,"(40.67028345624665, -73.98679905687635)"
63706990,01/10/2025 04:54:50 PM,01/10/2025 07:14:53 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11364,224-17 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,223 PLACE,LONG ISLAND EXPWY WB ET   29,223 PLACE,LONG ISLAND EXPWY WB ET   29,ADDRESS,OAKLAND GARDENS,HORACE HARDING EXPRESSWAY,,Closed,,The Police Department issued a summons in response to the complaint.,01/10/2025 07:14:58 PM,11 QUEENS,4075220076,QUEENS,1052746,212828,ONLINE,Unspecified,QUEENS,,,,,,,,40.75057495213474,-73.75278459382282,"(40.75057495213474, -73.75278459382282)"
63709027,01/10/2025 04:54:50 PM,01/10/2025 05:23:44 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/10/2025 05:23:46 PM,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690303228634036,-73.96029513058312,"(40.690303228634036, -73.96029513058312)"
63709935,01/10/2025 04:54:40 PM,01/10/2025 07:51:16 PM,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10002,211 BOWERY,BOWERY,SPRING STREET,RIVINGTON STREET,SPRING STREET,RIVINGTON STREET,ADDRESS,NEW YORK,BOWERY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 07:51:19 PM,03 MANHATTAN,1004250014,MANHATTAN,986030,202129,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72147395180058,-73.99357844700181,"(40.72147395180058, -73.99357844700181)"
63721287,01/10/2025 04:54:10 PM,01/10/2025 09:13:02 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,2322 AVENUE Z,AVENUE Z,EAST   23 STREET,JEROME AVENUE,EAST   23 STREET,JEROME AVENUE,ADDRESS,BROOKLYN,AVENUE Z,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 09:13:06 PM,15 BROOKLYN,,BROOKLYN,999112,153767,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.58871858780376,-73.94649022453217,"(40.58871858780376, -73.94649022453217)"
63713352,01/10/2025 04:53:56 PM,01/10/2025 05:31:15 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,363 WEST   23 STREET,WEST   23 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   23 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 05:31:19 PM,04 MANHATTAN,1007470001,MANHATTAN,984204,211069,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74601223108109,-74.00016601136937,"(40.74601223108109, -74.00016601136937)"
63709098,01/10/2025 04:53:54 PM,01/10/2025 10:10:58 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11212,1719 PITKIN AVENUE,PITKIN AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,PITKIN AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 10:11:02 PM,16 BROOKLYN,3034890247,BROOKLYN,1009325,183338,PHONE,Unspecified,BROOKLYN,Car,,,,,,,40.669861689985844,-73.90960906249386,"(40.669861689985844, -73.90960906249386)"
63721195,01/10/2025 04:53:30 PM,01/10/2025 06:44:19 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10012,4 SPRING STREET,SPRING STREET,BOWERY,ELIZABETH STREET,BOWERY,ELIZABETH STREET,ADDRESS,NEW YORK,SPRING STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 06:44:22 PM,02 MANHATTAN,1004780022,MANHATTAN,985883,201976,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72105403208455,-73.99410880338604,"(40.72105403208455, -73.99410880338604)"
63710051,01/10/2025 04:52:36 PM,01/11/2025 02:48:25 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10475,2274 TILLOTSON AVENUE,TILLOTSON AVENUE,DE LAVALL AVENUE,NEW ENGLAND THRUWAY NB EXIT   13,DE LAVALL AVENUE,NEW ENGLAND THRUWAY NB EXIT   13,ADDRESS,BRONX,TILLOTSON AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/11/2025 02:48:28 AM,10 BRONX,2052460007,BRONX,1031965,260795,PHONE,Unspecified,BRONX,Truck,,,,,,,40.882367189139146,-73.82744600932197,"(40.882367189139146, -73.82744600932197)"
63717239,01/10/2025 04:52:15 PM,01/10/2025 10:08:28 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,2748 OCEAN AVENUE,OCEAN AVENUE,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,OCEAN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/10/2025 10:08:33 PM,15 BROOKLYN,3074040015,BROOKLYN,998013,155773,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.5942264295492,-73.95044302386371,"(40.5942264295492, -73.95044302386371)"
63707100,01/10/2025 04:51:56 PM,01/10/2025 08:56:53 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10467,314 EAST  206 STREET,EAST  206 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,BAINBRIDGE AVENUE,PERRY AVENUE,ADDRESS,BRONX,EAST  206 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/10/2025 08:56:56 PM,07 BRONX,2033410057,BRONX,1018042,258038,MOBILE,Unspecified,BRONX,,,,,,,,40.874864379868406,-73.87781023551283,"(40.874864379868406, -73.87781023551283)"
63715327,01/10/2025 04:51:34 PM,01/10/2025 10:21:39 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10301,20 SCRIBNER AVENUE,SCRIBNER AVENUE,WESTERVELT AVENUE,BISMARK AVENUE,WESTERVELT AVENUE,BISMARK AVENUE,ADDRESS,STATEN ISLAND,SCRIBNER AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 10:21:43 PM,01 STATEN ISLAND,5000360071,STATEN ISLAND,961313,171882,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.638423283709635,-74.08264486855559,"(40.638423283709635, -74.08264486855559)"
63714758,01/10/2025 04:50:22 PM,01/10/2025 06:52:32 PM,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10453,1775 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  176 STREET,WEST  177 STREET,WEST  176 STREET,WEST  177 STREET,ADDRESS,BRONX,DAVIDSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 06:52:36 PM,05 BRONX,2028670151,BRONX,1008397,248535,ONLINE,Unspecified,BRONX,,,,,,,,40.84881318089625,-73.91272016401604,"(40.84881318089625, -73.91272016401604)"
63720672,01/10/2025 04:49:58 PM,01/11/2025 07:36:28 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10031,380 CONVENT AVENUE,CONVENT AVENUE,WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/11/2025 07:36:32 AM,09 MANHATTAN,1020610014,MANHATTAN,999295,240021,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.825464923416234,-73.94563862001878,"(40.825464923416234, -73.94563862001878)"
63707097,01/10/2025 04:47:53 PM,01/10/2025 05:14:42 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,570 BROOME STREET,BROOME STREET,VARICK STREET,HOLLAND TUNNEL,VARICK STREET,HOLLAND TUNNEL,ADDRESS,NEW YORK,BROOME STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/10/2025 05:14:45 PM,02 MANHATTAN,1005787501,MANHATTAN,982429,203217,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72446024017421,-74.00656975955327,"(40.72446024017421, -74.00656975955327)"
63713339,01/10/2025 04:47:34 PM,01/10/2025 05:45:19 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11207,1576 BUSHWICK AVENUE,BUSHWICK AVENUE,DE SALES PLACE,EASTERN PARKWAY,DE SALES PLACE,EASTERN PARKWAY,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 05:45:22 PM,04 BROOKLYN,3034700037,BROOKLYN,1010710,187679,MOBILE,Unspecified,BROOKLYN,Car,,,,,,,40.68177271835186,-73.90459934389062,"(40.68177271835186, -73.90459934389062)"
63709101,01/10/2025 04:47:26 PM,01/10/2025 10:46:12 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10314,206 ESSEX DRIVE,ESSEX DRIVE,BEND,WELLINGTON COURT,BEND,WELLINGTON COURT,ADDRESS,STATEN ISLAND,ESSEX DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 10:46:15 PM,02 STATEN ISLAND,5024500532,STATEN ISLAND,940075,150465,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57955764991265,-74.15902780641953,"(40.57955764991265, -74.15902780641953)"
63719164,01/10/2025 04:46:58 PM,01/10/2025 08:04:10 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11412,120-19 192 STREET,192 STREET,120 AVENUE,121 AVENUE,120 AVENUE,121 AVENUE,ADDRESS,SAINT ALBANS,192 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 08:04:14 PM,12 QUEENS,4126740065,QUEENS,1051761,189853,PHONE,Unspecified,QUEENS,,,,,,,,40.68752192536953,-73.75657006717337,"(40.68752192536953, -73.75657006717337)"
63719193,01/10/2025 04:46:56 PM,01/10/2025 06:52:09 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10453,105 EAST  175 STREET,EAST  175 STREET,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,EAST  175 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 06:52:12 PM,05 BRONX,2028260001,BRONX,1009033,247834,MOBILE,Unspecified,BRONX,Car,,,,,,,40.84688738138001,-73.91042392132776,"(40.84688738138001, -73.91042392132776)"
63722248,01/10/2025 04:45:56 PM,01/10/2025 08:51:07 PM,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11230,1423 EAST   16 STREET,EAST   16 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   16 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/10/2025 08:51:11 PM,14 BROOKLYN,3067540088,BROOKLYN,995775,163306,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61490616912088,-73.9584886233375,"(40.61490616912088, -73.9584886233375)"
63713318,01/10/2025 04:44:49 PM,01/10/2025 06:15:53 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/10/2025 06:15:55 PM,07 BRONX,2033560107,BRONX,1019173,259515,ONLINE,Unspecified,BRONX,,,,,,,,40.878913881658384,-73.8737129159977,"(40.878913881658384, -73.8737129159977)"
63717204,01/10/2025 04:44:34 PM,01/10/2025 08:17:38 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,2667 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 08:17:41 PM,07 BRONX,2032940067,BRONX,1014260,254609,MOBILE,Unspecified,BRONX,,,,,,,,40.865466499665445,-73.8915010543692,"(40.865466499665445, -73.8915010543692)"
63709014,01/10/2025 04:44:14 PM,01/10/2025 09:50:09 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11203,5901 TILDEN AVENUE,TILDEN AVENUE,EAST   59 STREET,RALPH AVENUE,EAST   59 STREET,RALPH AVENUE,ADDRESS,BROOKLYN,TILDEN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/10/2025 09:50:13 PM,17 BROOKLYN,3047310010,BROOKLYN,1006108,175637,PHONE,Unspecified,BROOKLYN,,,,,,,,40.648732675179986,-73.92123073450604,"(40.648732675179986, -73.92123073450604)"
63711111,01/10/2025 04:44:11 PM,01/10/2025 08:26:07 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10458,201 BEDFORD PARK BOULEVARD,BEDFORD PARK BOULEVARD,GRAND CONCOURSE,VALENTINE AVENUE,GRAND CONCOURSE,VALENTINE AVENUE,ADDRESS,BRONX,BEDFORD PARK BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/10/2025 08:26:11 PM,07 BRONX,2033060001,BRONX,1015336,256961,MOBILE,Unspecified,BRONX,,,,,,,,40.871918293565095,-73.88759994857568,"(40.871918293565095, -73.88759994857568)"
